,0,0.05,0.1,0.25,0.5,0.75,1,2,5,10
0.1,0.003729333,0.004462667,0.004792667,0.008276,0.010529333,0.013693333,0.014703333,0.011346667,0.009043333,0.005208
0.3,0.004755667,0.01766,0.021263333,0.02866,0.030183333,0.04159,0.036856667,0.037843333,0.02202,0.01769
0.6,0.002901333,0.018876667,0.02907,0.04236,0.049273333,0.04475,0.039246667,0.031886667,0.028083333,0.021666667
1,0.005731,0.01838,0.02579,0.04367,0.04889,0.05949,0.05532,0.05502,0.04,0.03201
2,0.001794333,0.008190333,0.008766333,0.020993333,0.02836,0.037106667,0.040383333,0.049766667,0.04223,0.03842
